order_id,order_date,market,region,product_id,sales,quantity,discount,profit
MX-2014-156258,10/31/2014,LATAM,Central,FUR-BO-10002300,492.912,3,0.4,73.932
CA-2011-150245,12/31/2011,US,East,FUR-BO-10002613,1573.488,7,0.2,196.686
CA-2012-111780,12/25/2012,US,West,TEC-CO-10004202,1199.96,5,0.2,224.9925
SF-2014-200,3/12/2014,Africa,Africa,OFF-BRE-10001107,561.54,1,0,101.07
ES-2014-5501051,8/21/2014,EU,Central,TEC-CO-10002055,630.36,5,0.15,222.36
US-2014-147886,3/29/2014,US,West,OFF-ST-10002743,795.48,7,0,7.9548
ID-2012-60938,12/31/2012,APAC,Oceania,FUR-BO-10002277,625.644,4,0.1,-34.836
US-2012-129007,9/13/2012,US,West,FUR-CH-10000155,717.72,3,0.2,71.772
SF-2013-8280,9/21/2013,Africa,Africa,TEC-HP -10004149,967.56,4,0,193.44
MX-2013-131842,3/19/2013,LATAM,Central,FUR-BO-10001739,1653.12,6,0,297.48
IN-2014-19911,7/22/2014,APAC,North Asia,TEC-CO-10000129,578.79,3,0,127.26
MX-2013-156062,4/23/2013,LATAM,Central,TEC-CO-10002009,752.51196,3,0.002,134.21196
US-2014-158526,12/30/2014,US,South,FUR-CH-10002602,1207.84,8,0,314.0384
UP-2014-7850,5/8/2014,EMEA,EMEA,FUR-HAR-10001374,951.72,2,0,371.16
IR-2014-4900,10/17/2014,EMEA,EMEA,OFF-FEL-10003848,347.22,6,0,83.16
ES-2011-5045844,12/21/2011,EU,Central,OFF-ST-10002506,2321.514,13,0.1,180.414
ES-2012-5053352,2/8/2012,EU,Central,FUR-FU-10002979,465,4,0,130.2
ES-2014-5314666,12/26/2014,EU,Central,TEC-PH-10000437,1063.44,7,0,63.63
TZ-2014-6820,11/6/2014,Africa,Africa,OFF-FEL-10001776,1236.06,10,0.1,-137.34
CA-2013-131065,11/15/2013,US,South,TEC-AC-10004145,499.98,2,0,114.9954
MA-2012-5450,6/7/2012,Africa,Africa,FUR-IKE-10004160,490.32,4,0,181.32
ID-2011-13240,11/25/2011,APAC,Southeast Asia,OFF-AP-10001621,2123.13,5,0.15,-174.87
CA-2012-147788,5/31/2012,US,West,FUR-BO-10004357,1406.86,7,0,140.686
IN-2014-26281,4/3/2014,APAC,Southeast Asia,FUR-BO-10003408,527.868,4,0.07,73.788
ID-2013-66104,3/4/2013,APAC,Southeast Asia,FUR-BO-10002390,1179.2625,5,0.35,-471.7875
IN-2014-28717,5/10/2014,APAC,Southeast Asia,OFF-ST-10004768,1152.6459,7,0.17,347.0859
MX-2011-157595,7/27/2011,LATAM,Central,FUR-BO-10001781,1457.28,6,0,378.84
CA-2013-102162,9/12/2013,US,South,TEC-CO-10001943,1599.92,8,0,751.9624
ES-2013-2228706,8/10/2013,EU,Central,TEC-CO-10003523,1281.834,4,0.15,105.474
MX-2012-125234,9/14/2012,LATAM,North,OFF-AP-10004958,2278.32,6,0,751.8
ES-2012-1691714,5/17/2012,EU,South,FUR-BO-10001553,1162.89,3,0,11.61
SF-2014-5970,2/20/2014,Africa,Africa,FUR-DAN-10002967,1127.28,8,0,225.36
MX-2014-148299,11/28/2014,LATAM,Central,FUR-BO-10001596,1459.68,10,0.4,-535.32
MX-2013-106271,10/3/2013,LATAM,North,TEC-AC-10001341,611.2,8,0,183.36
MX-2014-169684,9/22/2014,LATAM,Central,OFF-ST-10004381,928.2,7,0,222.74
MX-2014-111122,1/15/2014,LATAM,North,TEC-CO-10002201,334.9288,4,0.002,42.9288
ID-2013-50928,6/15/2013,APAC,Southeast Asia,TEC-CO-10003506,1115.7768,4,0.07,311.8968
IT-2012-5303768,1/23/2012,EU,South,FUR-TA-10000323,1451.136,8,0.6,-362.784
IN-2013-14192,4/9/2013,APAC,North Asia,FUR-CH-10002213,1371.42,6,0.5,-1097.28
ES-2011-1406120,12/3/2011,EU,Central,FUR-BO-10001165,990.468,3,0.1,242.028
IN-2013-82260,11/15/2013,APAC,Oceania,TEC-PH-10002962,1287.96,2,0,489.42
RS-2014-1460,12/31/2014,EMEA,EMEA,TEC-HEW-10004652,865.62,6,0,51.84
MX-2014-102246,7/5/2014,LATAM,North,FUR-BO-10000624,1166.96,5,0.2,-58.44
US-2014-134481,8/28/2014,US,East,FUR-TA-10004915,1488.424,7,0.3,-297.6848
IN-2013-60224,8/7/2013,APAC,North Asia,FUR-BO-10001461,786.96,4,0,393.48
IN-2013-78606,11/29/2013,APAC,Oceania,TEC-CO-10001626,1661.499,7,0.1,110.649
ES-2014-2756281,9/6/2014,EU,North,TEC-MA-10004535,798.75,3,0,239.58
CA-2012-165162,5/14/2012,US,West,OFF-ST-10003470,1117.92,4,0,55.896
MX-2014-141229,11/20/2014,LATAM,North,FUR-CH-10004746,744,3,0.2,269.7
ID-2013-36242,9/6/2013,APAC,Oceania,FUR-BO-10004821,659.178,6,0.1,-0.162
CA-2014-116519,10/14/2014,US,East,OFF-AP-10000828,904.9,5,0,253.372
MX-2014-139591,8/7/2014,LATAM,North,TEC-CO-10001234,1692.76768,8,0.002,166.20768
MX-2011-132605,11/2/2011,LATAM,North,TEC-PH-10003636,336.24,4,0,73.92
CG-2014-9530,12/11/2014,Africa,Africa,OFF-CUI-10000140,1116.84,4,0,0
CA-2013-121370,11/15/2013,US,East,TEC-CO-10004115,1199.976,4,0.4,179.9964
MX-2012-132038,6/21/2012,LATAM,North,TEC-PH-10002815,1696.64,4,0,220.56
ES-2011-2095931,4/16/2011,EU,Central,TEC-AC-10003577,1232.1,5,0,98.55
IN-2011-22396,11/18/2011,APAC,Southeast Asia,FUR-CH-10001664,827.9733,7,0.27,-56.7567
IN-2013-44992,5/17/2013,APAC,North Asia,TEC-CO-10000562,539.775,3,0.5,-302.355
CA-2013-147137,7/5/2013,US,West,FUR-BO-10001811,1279.165,5,0.15,225.735
IN-2013-41667,4/30/2013,APAC,North Asia,TEC-CO-10003496,756.9,2,0,370.86
CA-2014-126788,6/6/2014,US,Central,TEC-PH-10001619,470.376,3,0.2,52.9173
MX-2012-128384,9/18/2012,LATAM,Caribbean,TEC-CO-10003694,1264.965,5,0.002,73.465
IN-2014-40764,3/27/2014,APAC,Central Asia,FUR-BO-10004648,2722.86,7,0,408.24
ES-2013-3496655,5/30/2013,EU,South,TEC-CO-10004042,2272.86,6,0,840.78
SA-2011-1980,3/7/2011,EMEA,EMEA,TEC-LOG-10002018,1011.9,10,0,20.1
US-2012-134558,12/19/2012,US,East,FUR-TA-10003473,1053.164,4,0.3,-105.3164
IN-2012-75428,8/29/2012,APAC,Oceania,FUR-CH-10002213,822.852,2,0.1,-0.048
ES-2014-3915684,6/3/2014,EU,Central,OFF-ST-10000624,808.731,7,0.1,296.331
ES-2014-3977309,11/12/2014,EU,Central,TEC-CO-10001375,1846.11,7,0,793.8
MX-2014-120978,12/11/2014,LATAM,North,FUR-CH-10003982,584.352,6,0.2,160.632
ES-2014-3555631,9/17/2014,EU,South,TEC-AC-10002348,802.2,7,0,120.33
MX-2013-167696,9/16/2013,LATAM,South,FUR-TA-10002519,2286.88,5,0.2,228.68
ID-2014-68099,2/4/2014,APAC,Southeast Asia,TEC-PH-10003794,956.025,2,0.25,-153.015
MX-2014-153997,10/13/2014,LATAM,North,OFF-AP-10000407,1762.3,5,0,475.8
IN-2011-28906,8/15/2011,APAC,Oceania,FUR-CH-10000430,453.438,3,0.1,146.088
CA-2013-107146,6/18/2013,US,West,FUR-CH-10004853,483.136,4,0.2,54.3528
IN-2012-67084,6/25/2012,APAC,North Asia,TEC-AC-10000420,1035.84,4,0,455.76
MX-2013-166926,1/4/2013,LATAM,Central,FUR-CH-10000891,2841.66,9,0,710.28
IN-2012-21206,2/6/2012,APAC,Central Asia,FUR-BO-10004679,2737.98,7,0,301.14
US-2013-115441,7/26/2013,US,Central,FUR-CH-10004626,403.56,4,0,96.8544
IN-2013-76835,8/12/2013,APAC,Central Asia,TEC-CO-10004170,1075.23,3,0,344.07
IN-2014-75267,11/18/2014,APAC,Central Asia,TEC-AC-10002172,655.56,9,0,91.53
ID-2011-73202,6/6/2011,APAC,Central Asia,TEC-CO-10002108,938.145,13,0.5,-0.195
IT-2014-5137649,11/22/2014,EU,Central,OFF-AP-10004201,1397.169,3,0.1,155.169
ES-2013-5002794,5/6/2013,EU,North,FUR-TA-10003786,668.34,2,0,267.3
IN-2014-44012,9/25/2014,APAC,Central Asia,OFF-ST-10000103,596.7,3,0,83.52
CA-2014-115154,1/9/2014,US,West,FUR-TA-10001950,892.98,2,0,80.3682
US-2012-114741,12/6/2012,US,West,OFF-ST-10000078,1325.85,5,0,238.653
US-2013-114013,3/14/2013,US,East,OFF-ST-10002574,552.56,5,0.2,-138.14
IR-2011-6700,2/24/2011,EMEA,EMEA,TEC-CIS-10001717,654.24,1,0,287.85
IN-2014-45573,9/18/2014,APAC,North Asia,TEC-CO-10000663,2086.98,7,0,145.95
ID-2013-69247,11/7/2013,APAC,Oceania,FUR-BO-10000699,900.072,6,0.1,9.972
IN-2011-15256,11/11/2011,APAC,Southeast Asia,TEC-CO-10001787,1383.12,8,0,331.92
ES-2014-4262012,8/30/2014,EU,South,FUR-BO-10000847,729.54,6,0,320.94
CA-2014-148446,12/11/2014,US,West,FUR-TA-10004256,1669.6,4,0,116.872
IT-2013-5081262,7/20/2013,EU,North,TEC-CO-10002857,1190.28,7,0,583.17
ES-2013-3496655,5/30/2013,EU,South,OFF-AP-10004464,1609.29,3,0,273.51
ES-2014-3250343,5/22/2014,EU,Central,OFF-ST-10004377,892.269,7,0.1,158.529
CA-2012-149846,5/22/2012,US,West,TEC-PH-10003645,775.728,6,0.2,58.1796
IN-2011-46070,3/21/2011,APAC,Southeast Asia,OFF-AP-10001503,2313.8325,9,0.17,836.1225
ZA-2012-8660,9/7/2012,Africa,Africa,TEC-NOK-10004339,1272.3,2,0,407.1
MX-2012-112144,5/25/2012,LATAM,Central,OFF-AP-10000179,1731.1,5,0,17.3
MX-2011-127096,9/23/2011,LATAM,North,FUR-BO-10003320,1093.92,5,0.2,123.02
ES-2014-5979556,6/26/2014,EU,North,TEC-AC-10003666,3200.73,13,0,1216.02
EG-2014-3640,10/6/2014,Africa,Africa,TEC-SHA-10001231,714.72,2,0,235.8
US-2011-108259,9/12/2011,LATAM,South,FUR-BO-10000038,731.34,5,0.4,-463.26
IN-2012-59391,6/20/2012,APAC,North Asia,FUR-CH-10004447,448.02,3,0,8.91
MX-2014-125822,11/4/2014,LATAM,Caribbean,TEC-PH-10003457,696.192,2,0.2,121.832
MX-2012-117919,11/28/2012,LATAM,South,FUR-TA-10001306,1422.72,5,0.2,160.02
IN-2012-55541,12/4/2012,APAC,North Asia,FUR-BO-10000210,729.48,2,0,218.82
ES-2014-2505511,11/18/2014,EU,North,TEC-CO-10002284,662.775,5,0.5,-212.175
IN-2013-86285,11/16/2013,APAC,Oceania,FUR-CH-10004050,911.04,2,0,282.42
ES-2013-2388994,3/5/2013,EU,North,FUR-BO-10000279,1236.33,3,0,383.22
US-2014-166688,5/21/2014,US,West,TEC-PH-10004094,1123.128,9,0.2,70.1955
CA-2011-105984,11/24/2011,US,East,TEC-PH-10000560,1049.97,5,0.4,-209.994
IN-2013-16299,11/14/2013,APAC,Oceania,TEC-CO-10000447,2052.54,6,0.1,638.46
HU-2011-1380,1/10/2011,EMEA,EMEA,FUR-IKE-10002894,363.39,1,0,159.87
MX-2014-143546,12/11/2014,LATAM,Central,TEC-PH-10003932,556.6,5,0,22.2
IN-2013-26743,8/2/2013,APAC,Central Asia,TEC-AC-10000866,1282.8,5,0,217.95
ES-2014-2175949,10/13/2014,EU,North,TEC-PH-10004505,2549.4,4,0,280.32
CA-2012-144267,8/21/2012,US,West,FUR-CH-10002335,544.008,3,0.2,40.8006
TO-2013-3630,6/21/2013,Africa,Africa,OFF-KIT-10004515,620.64,2,0,43.44
CA-2012-113404,7/16/2012,US,West,FUR-CH-10004086,700.152,3,0.2,78.7671
MX-2011-145884,6/17/2011,LATAM,North,FUR-TA-10003785,828.96,3,0.2,113.94
MX-2012-114104,8/6/2012,LATAM,Central,TEC-MA-10004617,570.5,7,0,165.34
IN-2014-33666,6/4/2014,APAC,Southeast Asia,TEC-PH-10004509,1356.72,8,0,433.92
CA-2013-155530,12/18/2013,US,West,FUR-TA-10004256,2003.52,6,0.2,-325.572
ES-2012-1242181,12/25/2012,EU,South,FUR-BO-10003007,488.16,4,0,112.2
ES-2014-2509408,8/13/2014,EU,Central,OFF-AP-10003184,1541.43,3,0.1,445.23
ES-2012-3412393,3/15/2012,EU,North,TEC-MA-10002264,1066.44,4,0,223.92
CG-2013-9870,11/6/2013,Africa,Africa,TEC-SHA-10003670,1423.68,4,0,355.92
ID-2013-80433,5/27/2013,APAC,Oceania,OFF-AP-10004293,1903.284,6,0.4,95.004
IT-2012-2117720,10/15/2012,EU,Central,FUR-TA-10002786,3062.631,11,0.35,-141.669
IN-2011-86278,10/6/2011,APAC,Oceania,FUR-BO-10001362,822.42,2,0,123.36
ES-2011-3592923,10/4/2011,EU,Central,TEC-CO-10002796,1292.34,4,0.15,-136.86
ES-2014-3048733,6/25/2014,EU,Central,TEC-PH-10003995,1334.64,8,0,373.68
CA-2014-112333,4/9/2014,US,East,OFF-ST-10001780,2591.56,4,0,621.9744
ES-2012-3667418,4/30/2012,EU,Central,FUR-CH-10004774,1242.54,3,0.1,345.15
MX-2012-133165,11/2/2012,LATAM,Caribbean,FUR-TA-10000945,640.74,3,0,301.14
MX-2011-136476,11/14/2011,LATAM,South,OFF-AP-10004994,1000.26,3,0,200.04
EN-2011-70,1/24/2011,EMEA,EMEA,OFF-BRE-10004436,560.97,1,0,61.68
IN-2013-34702,9/13/2013,APAC,Oceania,TEC-CO-10003393,969.084,9,0.1,-75.546
IN-2011-75673,8/1/2011,APAC,North Asia,TEC-MA-10000429,516.96,3,0,165.42
BU-2014-290,6/7/2014,EMEA,EMEA,TEC-STA-10003386,1811.34,6,0,0
CA-2013-170,9/2/2013,Canada,Canada,FUR-BEV-10004919,533.61,1,0,170.73
CA-2011-150798,12/1/2011,US,East,FUR-CH-10000015,909.72,6,0.3,-51.984
IN-2013-31447,9/20/2013,APAC,Oceania,OFF-ST-10003964,1122.174,6,0.1,24.894
IN-2012-47918,3/5/2012,APAC,Oceania,FUR-BO-10001073,2756.943,7,0.1,275.583
ES-2014-2310341,2/25/2014,EU,Central,FUR-CH-10002203,1652.4,4,0.1,679.32
MX-2013-138961,3/12/2013,LATAM,North,TEC-MA-10002614,655.52,8,0,170.4
MX-2013-143434,12/25/2013,LATAM,South,OFF-ST-10004381,795.6,6,0,190.92
ES-2012-4306010,2/23/2012,EU,North,TEC-AC-10000007,513.12,2,0,215.46
CA-2011-163447,12/27/2011,US,East,FUR-CH-10004477,767.214,14,0.1,161.9674
IT-2014-3028672,8/19/2014,EU,Central,TEC-PH-10002035,1629.45,3,0.15,-153.36
IN-2011-52426,4/12/2011,APAC,North Asia,FUR-BO-10002390,1451.4,4,0,130.56
ES-2013-1739400,4/30/2013,EU,Central,TEC-PH-10000800,1109.556,2,0.15,143.556
CA-2012-115567,9/13/2012,US,Central,FUR-CH-10000015,1516.2,7,0,394.212
IN-2013-30775,5/29/2013,APAC,Central Asia,OFF-ST-10004837,767.52,6,0,45.9
ES-2014-4064307,4/1/2014,EU,Central,TEC-MA-10000331,2135.28,8,0,21.12
CA-2013-135461,2/7/2013,US,West,TEC-PH-10004094,623.96,5,0.2,38.9975
IN-2013-68330,4/26/2013,APAC,North Asia,TEC-AC-10000866,1026.24,4,0,174.36
EG-2012-6980,11/28/2012,Africa,Africa,TEC-HEW-10001710,892.08,6,0,106.92
IN-2013-73412,1/25/2013,APAC,Central Asia,TEC-CO-10001419,1590.66,6,0,47.7
ES-2014-4397869,2/7/2014,EU,Central,TEC-CO-10000013,541.518,2,0.15,165.618
TZ-2011-5130,1/18/2011,Africa,Africa,OFF-FEL-10004665,746.388,4,0.1,132.588
IT-2011-2051710,11/19/2011,EU,South,FUR-TA-10002868,607.38,4,0.5,-303.78
ID-2012-16257,8/18/2012,APAC,Southeast Asia,TEC-MA-10004502,1023.2904,4,0.17,320.4504
MX-2012-133333,10/25/2012,LATAM,South,FUR-BO-10002992,1208,5,0,144.9
ES-2013-5506373,1/4/2013,EU,South,OFF-AP-10004201,2069.88,4,0,413.88
MX-2013-134663,12/6/2013,LATAM,North,FUR-BO-10003297,378.4,5,0.2,-71
MX-2012-127404,9/28/2012,LATAM,Central,FUR-TA-10002912,2280.4,5,0.2,228
MX-2012-111836,5/21/2012,LATAM,North,FUR-BO-10002084,771.968,4,0.2,67.488
IN-2014-61414,1/16/2014,APAC,Central Asia,FUR-CH-10000027,1377,3,0,179.01
IN-2014-27303,1/30/2014,APAC,North Asia,TEC-PH-10002683,1272.6,2,0,470.82
ID-2011-24160,12/29/2011,APAC,Oceania,TEC-PH-10002601,578.502,1,0.1,-38.568
IN-2013-49318,6/3/2013,APAC,North Asia,TEC-CO-10001703,785.79,3,0,369.27
IN-2014-53070,10/28/2014,APAC,Southeast Asia,OFF-AP-10002244,1718.0004,4,0.17,372.5604
MX-2012-133942,8/26/2012,LATAM,North,TEC-AC-10000244,1314.24,8,0,13.12
CA-2011-141313,12/28/2011,US,East,OFF-AP-10002651,1737.18,6,0,503.7822
IN-2011-60539,10/14/2011,APAC,North Asia,FUR-CH-10004913,845.46,6,0,92.88
CA-2012-133585,3/1/2012,US,Central,FUR-BO-10001811,1227.9984,6,0.32,-36.1176
US-2011-157385,11/23/2011,US,West,FUR-CH-10000863,603.92,5,0.2,-67.941
ES-2013-4017249,2/7/2013,EU,South,TEC-CO-10004377,950.22,3,0,208.98
CA-2011-128209,11/17/2011,US,East,OFF-BI-10001359,2152.776,3,0.2,726.5619
ES-2014-5848816,12/11/2014,EU,South,FUR-BO-10001553,1162.89,3,0,11.61
ID-2014-42577,4/3/2014,APAC,Oceania,TEC-CO-10002316,1414.611,11,0.1,235.521
IN-2012-40603,8/16/2012,APAC,Oceania,FUR-BO-10003549,698.544,4,0.1,38.784
ES-2014-3407020,9/12/2014,EU,Central,FUR-BO-10001392,1177.173,3,0.1,405.423
ID-2011-36060,6/9/2011,APAC,Oceania,FUR-CH-10000026,596.16,5,0.1,-39.84
CA-2014-147760,11/5/2014,US,South,FUR-TA-10004575,523.764,3,0.4,-192.0468
IN-2011-75526,8/22/2011,APAC,Central Asia,TEC-PH-10002601,1928.34,3,0,77.13
US-2012-128090,8/16/2012,US,West,TEC-PH-10002624,1879.96,5,0.2,211.4955
US-2013-116771,5/1/2013,LATAM,Caribbean,FUR-CH-10000326,503.664,7,0.2,138.404
US-2011-168494,10/27/2011,LATAM,North,FUR-TA-10000963,747.36,3,0.2,-93.42
MR-2014-7890,11/8/2014,Africa,Africa,TEC-HEW-10002302,1571.22,6,0,785.52
MX-2011-110275,11/22/2011,LATAM,Central,TEC-CO-10002009,752.51196,3,0.002,134.21196
US-2014-108784,8/7/2014,LATAM,North,FUR-BO-10001483,592.56,9,0.2,-52.02
MX-2014-147480,10/2/2014,LATAM,South,TEC-PH-10002774,1703.76,4,0,681.44
MX-2013-136749,10/22/2013,LATAM,Caribbean,TEC-AC-10004743,825.1,5,0,297
US-2013-146066,8/22/2013,US,East,FUR-TA-10002530,815.292,9,0.4,-339.705
SG-2014-9750,9/18/2014,Africa,Africa,TEC-SHA-10000052,1926.72,8,0,712.8
IN-2014-74588,10/20/2014,APAC,Southeast Asia,TEC-CO-10000794,1759.5135,5,0.07,624.3135
MX-2014-154480,8/29/2014,LATAM,South,FUR-TA-10004937,2320.64,5,0.2,-203.06
US-2014-147501,10/7/2014,LATAM,South,OFF-AP-10002317,1001.76,5,0.4,50.06
IT-2013-4354136,12/19/2013,EU,South,OFF-ST-10000430,719.28,6,0.1,63.9
CA-2012-121797,1/30/2012,US,West,TEC-MA-10000488,1919.976,3,0.2,215.9973
IT-2013-3376681,8/31/2013,EU,Central,FUR-CH-10000399,298.62,2,0.1,46.44
US-2014-104808,6/9/2014,LATAM,Central,TEC-AC-10000244,394.272,4,0.4,-256.288
MX-2013-155705,4/18/2013,LATAM,Caribbean,TEC-CO-10000222,678.79968,6,0.002,202.63968
ES-2014-4535588,11/27/2014,EU,Central,FUR-BO-10003103,616.815,3,0.5,-382.455
CG-2014-5280,11/26/2014,Africa,Africa,TEC-APP-10003032,678.96,4,0,129
CA-2014-155075,12/3/2014,US,East,OFF-BI-10003650,631.176,4,0.7,-462.8624
IN-2013-28892,2/8/2013,APAC,Southeast Asia,TEC-CO-10001626,1226.3445,5,0.07,118.5945
CG-2014-9530,12/11/2014,Africa,Africa,FUR-OFF-10003688,553.92,4,0,110.76
SF-2014-4490,8/22/2014,Africa,Africa,FUR-BEV-10004805,1842.66,2,0,884.46
US-2012-104983,8/18/2012,LATAM,North,TEC-CO-10003931,1058.2792,5,0.002,-2.1208
ES-2014-3129163,9/8/2014,EU,Central,TEC-CO-10001413,1513.56,4,0,741.6
CA-2012-110016,11/29/2012,US,Central,FUR-CH-10002880,1106.91,9,0,121.7601
IN-2014-26071,9/17/2014,APAC,North Asia,TEC-CO-10004267,1031.1,7,0,133.98
ID-2014-54071,5/9/2014,APAC,Southeast Asia,TEC-PH-10004261,343.0971,3,0.17,45.4671
IN-2012-58754,7/26/2012,APAC,Southeast Asia,TEC-CO-10001766,620.1585,3,0.35,-314.8515
MX-2013-148012,7/22/2013,LATAM,Central,TEC-PH-10002780,1285.56,3,0,527.04
MX-2012-113817,4/6/2012,LATAM,Central,TEC-AC-10000501,866.1,5,0,121.2
IN-2014-17615,11/21/2014,APAC,North Asia,TEC-AC-10001995,990.12,4,0,356.4
US-2014-122714,12/8/2014,US,Central,OFF-BI-10001120,1889.99,5,0.8,-2929.4845
ID-2012-52979,6/29/2012,APAC,North Asia,FUR-TA-10003222,1085.553,3,0.3,-155.097
SA-2013-7790,7/6/2013,EMEA,EMEA,TEC-SHA-10000306,950.4,4,0,132.96
MX-2011-114405,9/12/2011,LATAM,North,TEC-AC-10004626,1026.24,6,0,0
ES-2012-4834117,8/13/2012,EU,Central,TEC-PH-10003620,355.725,3,0.15,41.805
IN-2014-45622,12/26/2014,APAC,North Asia,TEC-PH-10002104,1271.97,9,0,368.82
PL-2014-3190,2/23/2014,EMEA,EMEA,FUR-CHR-10002686,445.62,1,0,218.34
IN-2014-19911,7/22/2014,APAC,North Asia,FUR-BO-10001580,737.64,6,0,125.28
MX-2013-129847,3/1/2013,LATAM,North,TEC-CO-10001468,1270.17456,6,0.002,404.61456
ES-2011-5911716,12/19/2011,EU,Central,FUR-BO-10004834,1542.24,9,0,200.34
CM-2012-6780,9/19/2012,Africa,Africa,FUR-RUB-10002067,1519.14,14,0,561.96
US-2013-167339,1/21/2013,US,West,FUR-CH-10000785,1013.488,7,0.2,76.0116
ES-2012-5514830,12/13/2012,EU,Central,TEC-MA-10003812,2131.92,8,0,532.8
US-2014-159884,11/28/2014,LATAM,South,TEC-PH-10002774,1277.82,5,0.4,-0.08
CA-2011-125731,9/10/2011,US,West,FUR-CH-10003973,1487.04,5,0.2,148.704
ES-2013-1270183,8/16/2013,EU,South,FUR-BO-10002632,1040.55,7,0,208.11
IN-2011-60560,7/25/2011,APAC,Oceania,TEC-CO-10004535,1431.54,5,0.1,413.49
IN-2011-81833,1/31/2011,APAC,Oceania,TEC-PH-10004575,2571.12,4,0,102.84
SF-2013-9730,10/30/2013,Africa,Africa,FUR-OFF-10004214,939.36,2,0,366.3
IN-2013-83485,6/27/2013,APAC,Oceania,FUR-BO-10002793,1573.92,8,0,786.96
MX-2011-159961,12/27/2011,LATAM,North,FUR-TA-10004406,1587.168,6,0.2,218.208
ES-2011-3805636,10/17/2011,EU,South,FUR-BO-10004053,723.72,2,0,253.26
ES-2013-2509119,7/2/2013,EU,South,FUR-BO-10004254,1235.25,3,0,469.35
US-2011-114342,9/21/2011,LATAM,South,FUR-BO-10004340,705.072,4,0.4,-411.328
ES-2014-2114988,5/8/2014,EU,South,TEC-MA-10000982,846.288,3,0.1,56.358
ID-2012-66503,6/25/2012,APAC,Southeast Asia,TEC-MA-10004172,1319.6502,6,0.17,-222.7698
MX-2011-118983,8/16/2011,LATAM,South,FUR-CH-10004993,537.4,5,0,145
CA-2013-136406,4/16/2013,US,West,FUR-CH-10002024,1121.568,2,0.2,0
IN-2014-38930,7/29/2014,APAC,Southeast Asia,FUR-CH-10004600,576,8,0,270.72
ES-2012-2942603,9/20/2012,EU,Central,FUR-BO-10003738,985.284,3,0.1,142.254
ES-2013-4636934,9/27/2013,EU,North,OFF-AR-10004881,266.58,6,0,87.84
US-2011-133949,12/31/2011,US,West,TEC-PH-10004908,475.944,7,0.2,59.493
ID-2013-33421,10/16/2013,APAC,Southeast Asia,FUR-TA-10002957,534.9555,3,0.47,-90.9045
CA-2011-134572,4/20/2011,US,Central,FUR-TA-10001705,744.1,5,0.3,-95.67
ES-2012-4913400,8/2/2012,EU,Central,TEC-PH-10004823,1621.953,3,0.15,534.213
IN-2011-71242,10/22/2011,APAC,Oceania,OFF-ST-10004768,1249.857,7,0.1,444.297
IN-2013-20303,10/9/2013,APAC,Oceania,TEC-CO-10000208,1711.125,5,0.1,-190.125
IN-2013-55674,10/23/2013,APAC,Southeast Asia,FUR-BO-10001501,1298.241,5,0.37,123.591
IN-2012-86509,12/25/2012,APAC,Oceania,TEC-CO-10004182,380.19,1,0,72.21
ID-2011-41443,12/21/2011,APAC,Southeast Asia,OFF-ST-10004315,878.223,5,0.17,-127.077
CA-2012-135174,4/30/2012,US,East,TEC-PH-10001530,1022.97,5,0.4,-255.7425
IT-2011-1549226,8/25/2011,EU,Central,OFF-AR-10001759,327.18,14,0.5,-19.74
ID-2011-47575,2/15/2011,APAC,Southeast Asia,TEC-PH-10001921,921.375,9,0.25,-172.125
IZ-2013-1040,12/23/2013,EMEA,EMEA,TEC-HP -10003894,1440.84,4,0,86.4
ID-2013-23299,12/26/2013,APAC,Southeast Asia,FUR-CH-10001207,1006.0641,3,0.27,-165.4659
MX-2013-100531,10/18/2013,LATAM,Caribbean,FUR-BO-10000567,697.584,4,0.4,-209.296
IT-2014-1420868,12/25/2014,EU,North,FUR-BO-10004704,313.35,5,0.5,-12.6
IN-2014-17349,7/21/2014,APAC,Central Asia,OFF-ST-10001357,1187.64,6,0,213.66
ID-2014-28822,9/5/2014,APAC,Oceania,TEC-MA-10003101,949.104,4,0.1,-105.456
IN-2012-40211,12/15/2012,APAC,Central Asia,TEC-CO-10004897,1469.25,5,0,616.95
IN-2012-35143,1/23/2012,APAC,Central Asia,OFF-AP-10002312,2636.85,5,0,580.05
MX-2013-130526,8/14/2013,LATAM,Central,FUR-CH-10001130,729.48,6,0,94.8
ID-2013-30537,12/23/2013,APAC,Southeast Asia,FUR-TA-10003893,990.9516,4,0.47,-878.7684
IN-2014-36690,11/13/2014,APAC,North Asia,FUR-TA-10001056,636.489,1,0.3,109.089
MX-2011-117107,10/15/2011,LATAM,North,TEC-CO-10001933,1190.17488,6,0.002,212.17488
ES-2014-4622860,6/9/2014,EU,North,FUR-BO-10003541,741.852,2,0.1,197.772
CA-2014-147291,3/12/2014,US,Central,OFF-BI-10003091,895.92,4,0,421.0824
MX-2011-147781,6/6/2011,LATAM,Caribbean,OFF-ST-10000886,394.98,3,0,15.78
IZ-2012-3990,6/6/2012,EMEA,EMEA,TEC-CAN-10004291,1513.2,4,0,665.76
SA-2014-3870,2/12/2014,EMEA,EMEA,FUR-SAF-10000085,1564.56,4,0,782.28
CA-2013-105459,8/13/2013,US,East,OFF-ST-10000078,1591.02,6,0,286.3836
BO-2014-9490,6/17/2014,EMEA,EMEA,TEC-CIS-10002259,1302.96,2,0,521.16
